Name,NSE Code,Industry,Sales,Sales preceding 12months,Net profit,Net profit preceding 12months,EBIT,EBIT last year,EBIDT last year,EPS,OPM,NPM last year,Return on capital employed,Market Capitalization,Sales Growth %,Net Profit Growth %,Market Cap to Sales,Market Cap to Net Profit,Profitability Category
Dhatre Udyog,__NA__,Steel - Medium / Small,207.76,178.51,11.18,10.46,15.56,15.56,16.16,1.03,2.19,5.38,23.46,189.25,16.3856366590107,6.883365200764807,0.9109068155564113,16.927549194991055,Moderate Profitability
DHP India,__NA__,Engineering,53.22,52.07,26.4,25.98,4.56,4.56,8.24,88.0,14.0,7.16,2.31,220.96,2.208565392740539,1.6166281755196232,4.1518226230740325,8.369696969696971,Moderate Profitability
Dhruv Consultanc,DHRUV,Miscellaneous,81.5,77.83,5.89,5.57,9.83,9.83,14.75,3.88,16.98,7.23,12.09,183.11,4.715405370679688,5.745062836624765,2.2467484662576687,31.088285229202043,Moderate Profitability
Dhruv Wellness,__NA__,Trading,0.22,,0.0,,0.0,0.02,0.02,0.0,0.0,5.13,0.37,11.21,,,50.95454545454546,,Moderate Profitability
Dhunseri Invest.,DHUNINV,Finance & Investments,465.2,328.44,114.56,163.26,177.81,177.81,206.77,80.14,23.12,24.63,4.89,867.23,41.63926440141273,-29.829719465882636,1.8642089423903698,7.570094273743017,High Profitability
Dhunseri Tea,DTIL,Tea,395.42,390.94,-141.1,-100.36,-160.07,-160.07,-138.15,-134.29,-37.55,-38.47,-19.35,228.54,1.145955901161308,40.59386209645277,0.5779677305143898,-1.6197023387668321,Loss-making
Dhunseri Vent.,DVL,Finance & Investments,403.48,280.02,152.1,193.75,209.19,209.19,237.9,43.74,13.31,37.7,6.59,1302.73,44.089707878008724,-21.49677419354839,3.2287350054525628,8.564957264957265,High Profitability
Dhyaani Trade,__NA__,Trading,29.67,,0.69,,1.35,1.35,1.37,1.62,4.11,2.7,31.69,9.79,,,0.32996292551398715,14.18840579710145,Low Profitability
Diamines & Chem.,DIAMINESQ,Chemicals,104.03,110.34,15.47,22.79,22.39,22.39,25.24,15.81,21.8,14.87,15.84,509.59,-5.718687692586553,-32.119350592365066,4.898490819955781,32.94053005817712,Moderate Profitability
Diamond Power,DIACABS,Cables - Power,343.37,223.07,17.03,-11.01,23.92,23.92,43.48,3.23,12.44,5.05,,6822.17,53.92925987358229,-254.67756584922796,19.868276203512245,400.59718144450966,Moderate Profitability
Diana Tea Co,__NA__,Tea,73.05,74.87,0.24,0.2,3.32,3.32,5.28,0.16,3.72,0.33,3.27,42.64,-2.4308801923333876,19.99999999999999,0.583709787816564,177.66666666666669,Low Profitability
DIC India,DICIND,Chemicals,828.09,828.85,-19.38,-22.67,2.05,-0.3,17.91,-21.11,1.8,0.13,-0.07,485.21,-0.09169331000784109,-14.512571680635212,0.5859387264669299,-25.036635706914346,Low Profitability
Digicontent,DGCONTENT,Entertainment / Electronic Media Software,414.56,387.93,5.74,-2.41,30.24,30.24,48.71,0.99,11.09,1.38,20.04,209.12,6.864640527930295,-338.17427385892114,0.5044384407564647,36.43205574912892,Low Profitability
Digidrive Dist.,DIGIDRIVE,Trading,47.63,,4.06,,5.71,5.71,6.1,1.05,-2.71,8.52,3.53,141.21,,,2.964728112534117,34.78078817733991,Moderate Profitability
Digikore Studios,DIGIKORE,Entertainment / Electronic Media Software,44.96,,9.54,,14.1,14.1,15.28,15.06,28.74,21.22,117.6,257.78,,,5.733540925266904,27.020964360587,High Profitability
DigiSpice Tech.,DIGISPICE,Computers - Software - Medium / Small,439.43,440.61,11.8,-27.55,33.29,33.29,40.42,0.5,3.08,3.71,11.29,1153.01,-0.26781053539411426,-142.8312159709619,2.623876385317343,97.71271186440677,Low Profitability
Digjam,DIGJAMLMTD,Textiles - Products,22.91,27.11,-12.06,-12.02,-15.06,-15.06,-14.39,-6.03,-68.14,-80.23,-15.44,168.5,-15.492438214680929,0.33277870216306926,7.3548668703622875,-13.971807628524045,Loss-making
Diksat Transworl,__NA__,Entertainment / Electronic Media Software,18.92,,1.05,,1.06,1.06,2.19,0.6,-12.1,5.55,3.33,229.81,,,12.146405919661733,218.86666666666665,Moderate Profitability
Diligent Indust.,__NA__,Solvent Extraction,122.29,100.26,2.03,1.76,5.12,5.12,6.36,0.18,3.84,1.66,7.35,65.98,21.972870536604827,15.34090909090908,0.5395371657535367,32.502463054187196,Low Profitability
Dilip Buildcon,DBL,Construction,12011.9,11487.34,201.05,128.83,1186.53,1186.53,1565.3,13.27,11.83,0.59,10.66,7676.29,4.566418335315221,56.05837149732204,0.6390571017074734,38.18099975130564,Low Profitability
Dindigul Farm,__NA__,Food - Processing - Indian,81.58,,5.17,,7.76,7.76,9.7,35.95,11.38,6.34,131.86,284.61,,,3.488722726158372,55.05029013539652,Moderate Profitability
Dipna Pharmachem,__NA__,Trading,164.34,,1.09,,3.42,3.42,3.44,0.45,2.09,0.66,8.49,19.57,,,0.11908239016672752,17.954128440366972,Low Profitability
Disa India,__NA__,Engineering,328.55,308.45,42.88,40.05,60.96,60.96,65.7,294.87,15.25,13.62,25.97,2289.07,6.516453233911501,7.066167290886407,6.967189164510729,53.383162313432834,Moderate Profitability
Dishman Carbogen,DCAL,Pharmaceuticals - Indian - Bulk Drugs & Formln,2615.77,2579.62,-153.45,-154.25,3.85,3.85,314.71,-9.79,10.95,-5.76,0.05,2777.43,1.4013691939122852,-0.5186385737439295,1.061802069753839,-18.099902248289347,Loss-making
Divgi Torq,DIVGIITTS,Auto Ancillaries,253.42,261.71,39.74,43.97,53.94,53.94,72.63,12.99,20.94,15.68,9.5,2051.52,-3.1676282908562885,-9.620195587900835,8.095335806171573,51.62355309511827,High Profitability
Divi's Lab.,DIVISLAB,Pharmaceuticals - Indian - Bulk Drugs,7845.0,7493.0,1600.0,1383.0,2166.0,2166.0,2544.0,60.27,28.11,20.4,16.44,121012.53,4.697717870012011,15.69052783803326,15.425434034416826,75.63283125,High Profitability
Divine Power,__NA__,Mining / Minerals / Metals,222.08,,6.41,,13.55,13.55,15.0,,6.47,2.89,20.26,85.87,,,0.38666246397694526,13.39625585023401,Low Profitability
Dixon Technolog.,DIXON,Electronics - Consumer,17690.9,16098.38,374.92,358.24,568.55,568.55,730.43,61.47,3.94,2.12,28.73,73668.08,9.892423958187111,4.656096471639126,4.164179323833157,196.4901312279953,Low Profitability
DJ Mediaprint,DJML,Miscellaneous,57.04,53.01,5.04,3.68,8.75,8.75,14.07,4.65,24.3,8.84,18.96,349.63,7.602339181286552,36.95652173913043,6.129558204768584,69.37103174603175,Moderate Profitability
DLF,DLF,Construction,6427.0,5748.22,2723.53,2373.31,2506.99,2506.99,2654.94,11.02,33.04,42.38,5.88,203656.27,11.808525073848942,14.75660575314646,31.6876100824646,74.77658406553259,High Profitability
DMCC Speciality,DMCC,Chemicals,327.92,339.12,11.57,12.47,30.98,30.98,46.67,4.64,11.09,3.53,10.81,795.59,-3.3026657230478853,-7.217321571772256,2.426171017321298,68.76318063958513,Low Profitability
DMR Hydroengg.,__NA__,Miscellaneous,7.02,,1.54,,2.13,2.13,2.36,4.06,28.77,21.94,33.81,62.6,,,8.917378917378919,40.64935064935065,High Profitability
Docmode Health,DHTL,Miscellaneous,40.01,,0.19,,2.0,2.0,2.02,0.6,4.7,0.47,16.74,41.17,,,1.0289927518120472,216.6842105263158,Low Profitability
Dodla Dairy,DODLA,Food - Processing - Indian,3125.47,3062.3,166.74,142.43,241.74,241.74,311.81,28.03,9.29,5.23,22.08,6102.17,2.062828592887686,17.06803341992558,1.9524007589258576,36.5969173563632,Moderate Profitability
Dolat Algotech,DOLATALGO,Finance & Investments,217.36,137.78,157.33,96.13,224.41,224.41,225.58,8.94,63.24,72.38,27.11,2405.92,57.758745826680226,63.66378861957768,11.068825910931174,15.292188393821903,High Profitability
Dolfin Rubbers,__NA__,Tyres,125.94,122.72,4.75,4.24,7.69,7.69,9.2,4.74,6.93,3.77,19.07,208.52,2.623859191655801,12.028301886792448,1.6557090678100683,43.898947368421055,Low Profitability
Dollar Industrie,DOLLAR,Textiles - Products,1549.13,1467.11,89.39,61.05,136.52,136.52,157.74,15.76,9.89,5.77,13.86,3062.12,5.5905828465486715,46.42096642096643,1.9766707765003582,34.25573330350151,Moderate Profitability
Dollex Agrotech,DOLLEX,Sugar,135.49,,7.02,,11.32,11.32,14.15,2.81,10.32,5.18,12.18,94.88,,,0.7002730828843456,13.515669515669515,Moderate Profitability
Dolphin Medical,__NA__,Healthcare,0.68,0.61,-0.1,-0.08,-0.09,-0.09,-0.04,-0.07,-11.76,-14.71,-0.83,2.9,11.475409836065584,25.000000000000007,4.264705882352941,-28.999999999999996,Loss-making
Dolphin Offshore,DOLPHIN,Oil Drilling / Allied Services,6.37,4.52,5.57,46.45,-0.39,-0.39,0.99,1.39,-55.1,62.64,-0.19,2687.91,40.92920353982302,-88.0086114101184,421.9638932496075,482.5691202872531,High Profitability
Doms Industries,DOMS,Printing & Stationery,1537.14,,159.66,,231.6,231.6,282.84,25.23,17.74,10.39,30.69,12579.24,,,8.183535657129474,78.78767380683954,Moderate Profitability
Donear Inds.,DONEAR,Textiles - Processing,799.14,770.51,34.71,27.34,77.68,77.68,89.72,6.67,10.12,4.34,14.57,713.96,3.715720756382136,26.95683979517191,0.8934104161974122,20.56928838951311,Low Profitability
Dr Agarwal's Eye,__NA__,Healthcare,319.3,306.44,46.36,47.25,69.42,69.42,96.03,98.64,28.52,14.52,18.01,1527.5,4.196580080929388,-1.8835978835978848,4.783902286251174,32.948662640207075,Moderate Profitability
Dr Lal Pathlabs,LALPATHLAB,Healthcare,2226.64,2172.2,362.3,333.4,535.03,535.03,678.63,42.85,27.37,16.28,25.17,23590.7,2.5062148973391056,8.668266346730665,10.594752631768046,65.1137179133315,High Profitability
Dr Lalchand. Lab,__NA__,Healthcare,4.81,,0.62,,1.0,1.0,1.62,1.43,28.69,12.89,6.53,10.18,,,2.1164241164241164,16.419354838709676,Moderate Profitability
Dr Reddy's Labs,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs & Formln,28011.1,27212.5,5577.9,5228.2,7372.1,7372.1,8842.1,334.37,28.32,19.91,26.86,107274.0,2.934680753330266,6.688726521556172,3.8296960847663963,19.231969020599152,High Profitability
DRA Consultants,__NA__,Miscellaneous,19.63,,2.38,,3.28,3.28,3.99,2.17,17.27,12.12,11.82,61.59,,,3.1375445746306676,25.878151260504204,Moderate Profitability
DRC Systems,DRCSYSTEMS,Computers - Software - Medium / Small,47.68,37.33,11.65,8.88,12.42,12.42,14.97,0.88,31.06,24.43,30.26,375.03,27.72568979373159,31.193693693693685,7.865562080536912,32.19141630901287,High Profitability
Dreamfolks Servi,DREAMFOLKS,Miscellaneous,1135.01,1091.62,68.63,75.96,93.63,93.63,97.33,13.21,8.28,6.05,46.02,2529.17,3.974826404792886,-9.64981569246972,2.2283239795244096,36.85225120209821,Moderate Profitability
Dredging Corpn.,DREDGECORP,Miscellaneous,945.5,1005.05,35.68,-163.79,66.8,66.8,207.62,12.74,21.61,3.85,3.94,3071.6,-5.925078354310727,-121.7839916966848,3.24865150713908,86.08744394618834,Low Profitability
Drone Destinatio,DRONE,Miscellaneous,31.82,,7.08,,9.86,9.86,13.86,2.91,41.04,22.25,51.46,904.33,,,28.420175989943434,127.73022598870057,High Profitability
Droneacharya Aer,__NA__,Miscellaneous,35.25,,6.08,,8.36,8.36,12.29,2.53,29.16,17.25,,352.63,,,10.003687943262412,57.99835526315789,High Profitability
DRS Dilip Road,DRSDILIP,Miscellaneous,181.75,,3.0,,4.55,4.55,7.8,1.99,2.82,1.65,7.38,203.34,,,1.1187895460797799,67.78,Low Profitability
DSJ Keep Learn,KEEPLEARN,Miscellaneous,6.32,6.01,0.32,0.27,0.75,0.75,0.98,0.02,12.82,5.06,22.66,45.16,5.158069883527463,18.518518518518512,7.145569620253164,141.125,Moderate Profitability
DU Digital,DUGLOBAL,Miscellaneous,29.25,,0.81,,3.39,3.39,4.91,0.14,11.62,2.77,12.44,523.06,,,17.88239316239316,645.753086419753,Low Profitability
Ducol Organics,DUCOL,Dyes And Pigments,75.41,,4.43,,7.85,7.85,10.22,3.05,8.77,5.87,10.87,208.21,,,2.761039649913805,47.00000000000001,Moderate Profitability
Ducon Tech,DUCON,Engineering - Turnkey Services,419.51,416.0,7.63,4.69,20.75,20.75,21.98,0.29,5.24,1.82,9.42,215.75,0.8437499999999978,62.68656716417909,0.5142904817525208,28.27653997378768,Low Profitability
Duke Offshore,__NA__,Oil Drilling / Allied Services,4.14,3.5,1.24,-1.0,0.39,0.39,1.21,1.26,28.99,29.95,5.81,19.02,18.285714285714278,-224.00000000000003,4.594202898550725,15.338709677419354,High Profitability
Duncan Engg.,__NA__,Engineering,65.1,65.14,6.87,7.06,9.34,9.34,11.02,18.59,13.53,10.55,18.37,204.43,-0.06140620202641427,-2.691218130311608,3.140245775729647,29.756914119359536,Moderate Profitability
Durlax Top,DURLAX,Miscellaneous,90.75,,5.05,,9.0,9.0,11.11,4.06,12.15,5.56,13.22,147.74,,,1.6279889807162535,29.25544554455446,Moderate Profitability
Duropack,__NA__,Packaging,31.67,31.69,2.16,2.17,2.83,2.83,3.59,4.1,9.25,6.82,16.87,39.68,-0.06311139160618356,-0.4608294930875478,1.2529207451847173,18.37037037037037,Moderate Profitability
Duroply Indust.,__NA__,Miscellaneous,323.42,323.19,1.01,4.5,9.15,9.15,12.85,1.02,3.69,0.31,5.92,299.84,0.07116556824159727,-77.55555555555556,0.9270917073774039,296.8712871287128,Low Profitability
Dutron Polymers,__NA__,Plastics Products,119.24,121.49,2.45,3.03,4.44,4.44,5.55,4.08,4.22,2.05,13.21,106.14,-1.8520042801876697,-19.141914191419133,0.8901375377390138,43.32244897959183,Low Profitability
Dwarikesh Sugar,DWARKESH,Sugar,1709.57,1862.17,83.52,107.38,164.12,164.12,216.62,4.44,11.99,4.89,13.72,1376.99,-8.194740544633419,-22.220152728627305,0.8054598524775236,16.486949233716476,Low Profitability
Dynacons Sys.,DSSL,Computers - Software - Medium / Small,1024.43,968.51,53.96,51.84,81.0,81.0,82.52,42.44,7.63,5.27,44.2,1461.99,5.773817513500126,4.089506172839501,1.427125328231309,27.093958487768717,Moderate Profitability
Dynamatic Tech.,DYNAMATECH,Engineering,1429.33,1426.8,121.81,82.26,135.87,135.87,202.23,192.09,11.15,4.61,10.66,4978.22,0.1773198766470404,48.07926088013615,3.4829045776692578,40.86872998932764,Low Profitability
Dynamic Cables,DYCL,Cables - Power,768.0,705.56,37.77,33.97,71.51,71.51,80.77,17.16,10.06,4.92,24.12,1286.05,8.849708033335231,11.186340889019736,1.6745442708333333,34.04951019327508,Low Profitability
Dynamic Industri,__NA__,Dyes And Pigments,36.14,33.19,-0.3,-0.6,-0.05,-0.05,1.13,-0.99,2.24,-0.83,-0.09,21.24,8.888219343175665,-50.0,0.5877144438295517,-70.8,Loss-making
Dynamic Portfol,__NA__,Finance & Investments,1.06,1.5,0.01,-0.51,0.21,0.21,0.21,0.01,19.81,0.94,1.34,46.9,-29.33333333333333,-101.96078431372548,44.24528301886792,4690.0,Low Profitability
Dynamic Services,DYNAMIC,Miscellaneous,104.44,,8.56,,15.31,15.31,15.47,6.23,14.53,8.2,20.8,309.29,,,2.961413251627729,36.132009345794394,Moderate Profitability
Dynavision,__NA__,Miscellaneous,10.34,8.84,6.46,5.76,9.66,9.66,10.33,16.98,80.56,62.48,33.9,132.86,16.968325791855204,12.152777777777782,12.849129593810446,20.566563467492262,High Profitability
Dynemic Products,DYNPRO,Dyes And Pigments,284.05,277.53,3.62,3.49,16.0,16.0,32.68,3.01,11.26,1.27,4.93,358.56,2.3492955716499258,3.724928366762174,1.2623129730681217,99.04972375690608,Low Profitability
E Factor Experie,EFACTOR,Miscellaneous,148.56,,15.36,,21.81,21.81,22.86,11.74,14.93,10.34,108.29,298.41,,,2.0086833602584817,19.427734375000004,Moderate Profitability
E-Land Apparel,__NA__,Textiles - Processing,215.39,196.46,-39.83,-42.34,14.09,14.09,18.99,-8.3,5.52,-18.49,,43.96,9.635549221215504,-5.928200283419946,0.20409489762755934,-1.1036906854130053,Loss-making
E2E Networks,E2E,Computers - Software - Medium / Small,94.46,82.65,21.87,20.87,33.82,33.82,49.57,15.11,50.75,23.15,25.04,2384.53,14.289171203871733,4.79156684235745,25.24380690239255,109.03200731595794,High Profitability
Earthstahl &All.,__NA__,Steel - Medium / Small,87.94,,1.89,,4.04,4.04,6.19,1.54,5.92,2.15,8.35,52.67,,,0.5989310893791222,27.86772486772487,Low Profitability
East Buildtech,__NA__,Construction,0.35,0.48,0.0,0.08,0.07,0.07,0.07,0.0,20.0,0.0,0.99,5.91,-27.083333333333336,-100.0,16.885714285714286,,Low Profitability
Eastcoast Steel,__NA__,Trading,19.76,10.84,-0.03,-0.04,0.04,0.04,0.04,-0.06,-8.5,-0.15,0.18,13.5,82.2878228782288,-25.000000000000007,0.6831983805668016,-450.0,Loss-making
Eastern Treads,__NA__,Miscellaneous,59.53,59.12,-2.95,-3.85,-0.15,-0.15,1.07,-5.64,1.39,-4.96,-0.59,20.88,0.6935047361299116,-23.376623376623375,0.3507475222576852,-7.077966101694915,Loss-making
Easy Trip Plann.,EASEMYTRIP,Travel Agencies,590.58,543.13,103.47,149.6,221.04,221.04,228.2,0.58,35.51,25.84,40.14,7375.22,8.73639828402041,-30.835561497326204,12.488096447560025,71.27882478012951,High Profitability
eClerx Services,ECLERX,Computers - Software - Medium / Small,2925.54,2852.12,511.74,514.19,714.66,714.66,840.43,104.33,26.48,17.54,32.3,11879.58,2.5742254884086253,-0.476477566658248,4.060645214216863,23.214093094149373,High Profitability
Eco Recyc.,__NA__,Miscellaneous,28.01,24.91,18.22,12.74,22.9,22.9,23.7,9.44,58.69,65.05,37.23,1163.2,12.444801284624655,43.01412872841443,41.52802570510532,63.84193194291988,High Profitability
Ecoboard Inds.,__NA__,Miscellaneous,29.76,24.78,-7.27,-8.78,-4.09,-4.09,-2.98,-4.08,-10.55,-16.57,-11.1,57.95,20.096852300242134,-17.198177676537586,1.947244623655914,-7.971114167812931,Loss-making
Econo Trade Indi,__NA__,Finance & Investments,7.13,5.68,2.53,1.9,6.64,6.64,6.64,1.36,91.73,35.48,9.67,15.76,25.52816901408451,33.1578947368421,2.2103786816269286,6.229249011857708,High Profitability
Ecoplast,__NA__,Packaging,113.44,110.63,9.17,9.75,12.48,12.48,14.96,30.57,11.44,8.08,32.16,114.02,2.5399981921721073,-5.948717948717949,1.0051128349788434,12.434023991275899,Moderate Profitability
Edelweiss.Fin.,EDELWEISS,Finance & Investments,9499.56,9544.65,528.04,497.07,3223.89,3223.89,3350.02,4.46,34.19,5.56,11.5,6234.26,-0.4724112460907435,6.230510793248429,0.6562682903208149,11.80641618059238,Moderate Profitability
Edvenswa Enter,__NA__,Computers - Software - Medium / Small,84.29,76.85,7.38,6.88,11.42,11.42,12.19,3.9,13.68,8.76,23.81,110.18,9.681197137280433,7.267441860465117,1.3071538735318542,14.929539295392955,Moderate Profitability
EFC (I),__NA__,Miscellaneous,419.46,386.58,63.3,44.53,116.29,116.29,191.92,11.65,43.53,15.09,18.8,2812.38,8.505354648455688,42.15135863462833,6.704763267057646,44.42938388625593,High Profitability
Eicher Motors,EICHERMOT,Automobiles - Motorcycles / Mopeds,16535.78,16084.06,4001.01,3836.14,5252.9,5252.9,5850.5,146.13,26.17,24.2,31.13,128257.48,2.8084948700763324,4.297809777536804,7.756361054634254,32.05627579036293,High Profitability
EID Parry,EIDPARRY,Sugar,29413.11,30716.38,1617.57,1610.17,2470.65,2470.65,2891.43,50.68,8.8,5.5,20.5,13628.02,-4.242915343539833,0.4595788022382645,0.4633314872177747,8.424995517968311,Moderate Profitability
Eighty Jewellers,__NA__,Trading,80.98,,1.46,,2.82,2.82,2.91,1.43,3.47,1.8,8.05,47.43,,,0.5857001728821931,32.486301369863014,Low Profitability
EIH,EIHOTEL,Hotels,2511.27,2406.99,677.7,522.27,943.92,943.92,1075.41,10.22,36.91,27.2,23.61,26437.29,4.332381937606729,29.760468723074286,10.52745821835167,39.010314298362104,High Profitability
EIH Assoc.Hotels,EIHAHOTELS,Hotels,384.79,360.12,81.03,70.38,109.54,109.54,126.4,26.6,29.44,21.06,25.23,2825.2,6.850494279684553,15.132139812446727,7.342186647262142,34.86609897568801,High Profitability
Eiko Lifescience,__NA__,Chemicals,27.93,26.12,0.75,0.72,1.13,1.13,1.79,0.64,5.76,2.69,2.82,62.58,6.9295558958652315,4.1666666666666705,2.2406015037593985,83.44,Low Profitability
Eimco Elecon(I),EIMCOELECO,Engineering,227.5,207.39,40.41,35.34,49.79,49.79,57.25,70.05,17.65,17.37,13.53,1444.04,9.69670668788274,14.34634974533105,6.347428571428571,35.73471912892848,High Profitability
Ekam Leasing,__NA__,Finance & Investments,0.65,0.65,0.63,0.17,1.06,1.06,1.06,1.05,63.08,96.92,10.52,3.42,0.0,270.5882352941176,5.2615384615384615,5.428571428571429,High Profitability
Ekansh Concept,__NA__,Miscellaneous,43.4,60.34,-3.3,-3.3,4.21,4.21,4.39,-2.18,-7.6,-7.6,4.7,81.39,-28.07424593967518,-0.0,1.8753456221198157,-24.663636363636364,Loss-making
Ekennis Software,__NA__,Computers - Software - Medium / Small,2.8,,0.0,,0.08,0.08,0.3,0.0,3.57,0.0,1.55,15.19,,,5.425,,Low Profitability
EKI Energy,__NA__,Miscellaneous,258.85,272.17,-124.77,-132.88,-122.15,-122.15,-118.98,-45.33,-50.04,-48.2,-23.96,917.88,-4.894000073483482,-6.10325105358218,3.5459918871933547,-7.356576100024045,Loss-making
Elango Industrie,__NA__,Miscellaneous,2.58,2.58,-0.14,-0.09,-0.14,-0.14,-0.12,-0.37,-5.04,-5.43,-3.45,4.72,0.0,55.55555555555558,1.8294573643410852,-33.71428571428571,Loss-making
Elantas Beck,__NA__,Chemicals,687.03,679.89,144.16,137.3,193.3,184.07,195.97,181.84,21.48,20.18,27.67,9159.19,1.0501698804218311,4.996358339402756,13.33157212931022,63.534891786903444,High Profitability
Elcid Investment,__NA__,Finance & Investments,233.63,213.58,175.74,158.82,231.59,231.59,232.47,8787.0,98.59,75.22,2.02,0.07,9.387583107032485,10.653570079335106,0.0002996190557719471,0.0003983156936383294,High Profitability
Eldeco Housing,ELDEHSG,Construction,112.7,102.21,33.86,37.07,48.19,48.19,48.99,34.44,34.99,30.04,12.02,1013.44,10.263183641522366,-8.659293229026169,8.99236912156167,29.930301240401658,High Profitability
Elecon Engg.Co,ELECON,Engineering,1937.42,1797.34,355.58,319.87,470.65,470.65,521.57,31.69,24.5,18.21,31.32,14934.41,7.793739637464261,11.16391033857504,7.708400863003376,42.0001406153327,High Profitability
Electro Force,EFORCE,Electric Equipment,36.44,,5.75,,7.91,7.91,8.57,2.46,23.13,15.78,43.11,184.16,,,5.053787047200879,32.02782608695652,High Profitability
Electronics Mart,EMIL,Trading,6285.41,6104.61,183.98,179.55,353.87,353.87,459.56,4.78,7.15,2.93,12.74,8864.62,2.9616961607703063,2.46727930938456,1.4103487282452538,48.182519839112956,Low Profitability
